open_time,close_time,open,high,low,close,volume,ema_7,ema_21,ma_short,ma_long,signal_buy_price,signal_sell_price,trade_pnl_pct,combo,estrategia,reason,ema_8,ema_9,ema_27,ema_10,ema_30,ema_12,ema_26,ema_20,ema_50,ema_55,ema_24,ema_72
2025-07-23 06:28:33.937093,2025-07-23 07:28:33.937093,45793.12875258504,45793.12875258504,45152.68745099225,45447.042737710115,536.5161887716372,45447.042737710115,45447.042737710115,45447.042737710115,45447.042737710115,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 07:28:33.937093,2025-07-23 08:28:33.937093,45407.82831280128,45407.82831280128,44519.91143796041,45234.25661543079,176.86272714644952,45325.45066783622,45335.583340325706,45325.45066783622,45335.583340325706,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 08:28:33.937093,2025-07-23 09:28:33.937093,44705.27471320411,45052.7396779126,44601.964871103555,44809.620580957846,975.215251025112,45102.38900864557,45143.31296605528,45102.38900864557,45143.31296605528,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 09:28:33.937093,2025-07-23 10:28:33.937093,44900.010263738404,45888.084779023826,44249.92789301928,45026.59974133178,566.2093882384881,45074.6717908851,45109.84058895832,45074.6717908851,45109.84058895832,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 10:28:33.937093,2025-07-23 11:28:33.937093,43803.176249661505,44253.32221643131,43714.12093747466,44114.69297048896,652.7676198871102,44760.00523772069,44871.188375530044,44760.00523772069,44871.188375530044,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 11:28:33.937093,2025-07-23 12:28:33.937093,45084.571202469524,45510.566968127605,45084.571202469524,45408.04636093068,312.9488044367566,44957.09288552795,44983.2488806706,44957.09288552795,44983.2488806706,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 12:28:33.937093,2025-07-23 13:28:33.937093,44998.30190125469,44998.30190125469,44396.97505867173,44913.93152590271,535.1482765961234,44944.640330127164,44970.305093494215,44944.640330127164,44970.305093494215,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 13:28:33.937093,2025-07-23 14:28:33.937093,44785.67625483078,44785.67625483078,44107.69923417211,44374.7047669119,486.2345427624897,44786.30503097126,44868.81262250925,44786.30503097126,44868.81262250925,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 14:28:33.937093,2025-07-23 15:28:33.937093,44092.27875204966,44832.31383150932,43998.174415773385,44363.080678748665,167.40625780178536,44671.90959769639,44788.98028856224,44671.90959769639,44788.98028856224,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 15:28:33.937093,2025-07-23 16:28:33.937093,44592.645713244885,45421.80550489941,43957.10516380799,44548.79605800259,195.54431819272048,44639.29454449472,44753.44494542862,44639.29454449472,44753.44494542862,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 16:28:33.937093,2025-07-23 17:28:33.937093,45139.136475175634,45284.66754124815,45139.136475175634,45207.19674521171,853.7252676568971,44787.53087631323,44816.9549934231,44787.53087631323,44816.9549934231,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 17:28:33.937093,2025-07-23 18:28:33.937093,44102.780829906005,44186.69843833909,43668.80997425048,43870.89633192289,315.8379569859312,44550.87587302317,44690.73071574937,44550.87587302317,44690.73071574937,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 18:28:33.937093,2025-07-23 19:28:33.937093,44087.86732660706,44951.70465590567,44029.761020052414,44172.91836729467,275.46244434876746,44454.08705918674,44624.4608448367,44454.08705918674,44624.4608448367,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 19:28:33.937093,2025-07-23 20:28:33.937093,43778.36338527326,43841.9993418965,43126.19582389503,43575.4585939238,554.4203061251253,44230.4451021061,44495.00803236228,44230.4451021061,44495.00803236228,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 20:28:33.937093,2025-07-23 21:28:33.937093,43053.66548908601,43053.66548908601,42702.752130662935,42844.68089075556,791.8724182262616,43879.31169162819,44297.75826653794,43879.31169162819,44297.75826653794,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 21:28:33.937093,2025-07-23 22:28:33.937093,42180.916342811084,42513.50367397903,41965.249661083275,42434.71980743438,155.75186672108913,43514.50743498474,44081.27892100808,43514.50743498474,44081.27892100808,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 22:28:33.937093,2025-07-23 23:28:33.937093,43341.36867267178,43709.86024992569,43093.92763001551,43124.981981972225,619.1271276744303,43416.38851704359,43972.900802710596,43416.38851704359,43972.900802710596,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-23 23:28:33.937093,2025-07-24 00:28:33.937093,43771.66578082659,43771.66578082659,43280.64086290073,43437.62252183197,207.289398556516,43421.72711571239,43913.56753022125,43421.72711571239,43913.56753022125,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-24 00:28:33.937093,2025-07-24 01:28:33.937093,43585.65896965382,44086.44541807664,42270.116230759595,43407.27622446883,132.81494574305663,43418.09905242468,43858.54431202385,43418.09905242468,43858.54431202385,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-24 01:28:33.937093,2025-07-24 02:28:33.937093,43051.531622678354,43613.68488839517,43051.531622678354,43483.66553220189,147.46955694599563,43434.542819038,43818.51420219378,43434.542819038,43818.51420219378,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-24 02:28:33.937093,2025-07-24 03:28:33.937093,43181.29801746686,43448.09312476592,42653.654780490906,43293.486641323994,850.7476973875972,43399.194702332206,43763.326937322745,43399.194702332206,43763.326937322745,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-24 03:28:33.937093,2025-07-24 04:28:33.937093,42664.35367803627,42808.05909306951,42204.429515784286,42594.338996983875,206.17523526525542,43197.62120784195,43642.171897571214,43197.62120784195,43642.171897571214,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-24 04:28:33.937093,2025-07-24 05:28:33.937093,42348.08555826523,42360.28410500348,42103.0604815019,42143.97281751105,140.63622797106274,42933.85623095638,43488.84918287706,42933.85623095638,43488.84918287706,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-24 05:28:33.937093,2025-07-24 06:28:33.937093,41249.11892020723,41689.341541331465,41249.11892020723,41553.1874752702,494.1098984286211,42588.34235642686,43292.995805470484,42588.34235642686,43292.995805470484,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-24 06:28:33.937093,2025-07-24 07:28:33.937093,41751.241005605,41909.391841919125,41751.241005605,41800.27003321199,859.5941247478223,42391.17589929566,43143.495150344956,42391.17589929566,43143.495150344956,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-24 07:28:33.937093,2025-07-24 08:28:33.937093,40455.11192659265,40788.9045173851,40455.11192659265,40618.046604146104,336.1675388403718,41947.64324230865,42892.8810273852,41947.64324230865,42892.8810273852,,,,7x21,arriscada,,,,,,,,,,,,,
2025-07-24 08:28:33.937093,2025-07-24 09:28:33.937093,40523.41019638264,40651.66099217162,39724.388362386824,40488.06860406922,479.54135577332477,41582.595055772406,42656.20891550825,41582.595055772406,42656.20891550825,,,,7x21,arriscada,,,,,,,,,,,,,
